,price,year,mileage,price range
2368,10700,2019,40839.0,Middle price
2369,16000,2018,44732.0,Middle price
2370,16600,2019,19292.0,Middle price
2371,15800,2019,24155.0,Middle price
2372,11600,2019,33369.0,Middle price
2373,15000,2017,28918.0,Middle price
2374,17600,2019,21623.0,Middle price
2375,36300,2017,16224.0,High price
2376,15600,2019,26406.0,Middle price
2377,14000,2017,27790.0,Middle price
2378,16600,2019,19182.0,Middle price
2379,12600,2017,11837.0,Middle price
2380,20900,2019,21774.0,Middle price
2381,12700,2017,17738.0,Middle price
2382,15600,2019,27206.0,Middle price
2383,18900,2019,20508.0,Middle price
2384,15700,2019,24987.0,Middle price
2385,21900,2019,21273.0,Middle price
2386,21700,2019,23863.0,Middle price
2387,14600,2016,31566.0,Middle price
2388,12000,2019,25261.0,Middle price
2389,21000,2019,20628.0,Middle price
2390,12500,2017,48765.0,Middle price
2391,15900,2019,30645.0,Middle price
2392,11800,2017,60158.0,Middle price
2393,9900,2019,39985.0,Low price
2394,10600,2018,39208.0,Middle price
2395,10100,2018,45080.0,Middle price
2396,13300,2018,39247.0,Middle price
2397,10100,2018,46382.0,Middle price
2398,10300,2018,39893.0,Middle price
2399,10300,2018,41203.0,Middle price
2400,10300,2018,40648.0,Middle price
2401,24000,2018,31551.0,Middle price
2402,10400,2018,38761.0,Middle price
2403,10200,2018,42838.0,Middle price
2404,9500,2018,41557.0,Low price
2405,10500,2018,41136.0,Middle price
2406,10500,2018,41141.0,Middle price
2407,3500,2016,115716.0,Low price
2408,9300,2018,52260.0,Low price
2409,14100,2016,22041.0,Middle price
2410,2425,2012,161836.0,Low price
2411,925,2012,83720.0,Low price
2412,11000,2016,37605.0,Middle price
2413,11000,2016,63738.0,Middle price
2414,2100,2013,155704.0,Low price
2415,800,2012,234792.0,Low price
2416,20400,2018,24143.0,Middle price
2417,375,2017,1.0,Low price
2418,3000,2015,132655.0,Low price
2419,15100,2017,28079.0,Middle price
2420,4000,2015,74906.0,Low price
2421,19500,2017,53155.0,Middle price
2422,22600,2017,94258.0,Middle price
2423,6500,2014,65620.0,Low price
2424,11800,2012,92878.0,Middle price
2425,20500,2017,25918.0,Middle price
2426,14200,2018,37830.0,Middle price
2427,22000,2018,13875.0,Middle price
2428,16200,2018,6024.0,Middle price
2429,4800,2016,76789.0,Low price
2430,16000,2018,30409.0,Middle price
2431,14300,2018,44864.0,Middle price
2432,16800,2019,42397.0,Middle price
2433,11900,2018,16778.0,Middle price
2434,3000,2015,99767.0,Low price
2435,15000,2019,34692.0,Middle price
2436,15200,2019,30721.0,Middle price
2437,18000,2017,53376.0,Middle price
2438,22700,2016,21282.0,Middle price
2439,3800,2015,81699.0,Low price
2440,5475,2018,33048.0,Low price
2441,11400,2018,10372.0,Middle price
2442,28100,2018,8889.0,Middle price
2443,3500,2017,127780.0,Low price
2444,15200,2016,59640.0,Middle price
2445,1950,2015,83975.0,Low price
2446,13400,2016,46178.0,Middle price
2447,12500,2018,34460.0,Middle price
2448,16500,2018,30594.0,Middle price
2449,16500,2018,39817.0,Middle price
2450,16500,2018,40419.0,Middle price
2451,13900,2018,35493.0,Middle price
2452,13900,2018,37073.0,Middle price
2453,1500,2013,98384.0,Low price
2454,16500,2018,34640.0,Middle price
2455,13900,2018,38760.0,Middle price
2456,16500,2018,34841.0,Middle price
2457,13900,2018,35065.0,Middle price
2458,12400,2018,37741.0,Middle price
2459,13000,2018,27488.0,Middle price
2460,16500,2018,37452.0,Middle price
2461,13900,2018,39797.0,Middle price
2462,16500,2018,36714.0,Middle price
2463,13900,2018,36207.0,Middle price
2464,13900,2018,38563.0,Middle price
2465,13900,2018,39885.0,Middle price
2466,12100,2018,41852.0,Middle price
2467,16500,2018,39454.0,Middle price
2468,16500,2018,40203.0,Middle price
2469,13900,2018,34547.0,Middle price
2470,3700,2015,75858.0,Low price
2471,18800,2019,31123.0,Middle price
2472,9200,2018,33808.0,Low price
2473,30100,2019,30599.0,High price
2474,9200,2018,33931.0,Low price
2475,11100,2019,40359.0,Middle price
2476,13900,2018,44313.0,Middle price
2477,9100,2018,33078.0,Low price
2478,22800,2019,24320.0,Middle price
2479,13900,2018,42502.0,Middle price
2480,12600,2019,33497.0,Middle price
2481,9200,2018,39577.0,Low price
2482,12100,2019,36974.0,Middle price
2483,9200,2018,41220.0,Low price
2484,2300,2019,1.0,Low price
2485,13900,2018,41539.0,Middle price
2486,9500,2019,19646.0,Low price
2487,13900,2018,39924.0,Middle price
2488,1700,2019,33279.0,Low price
2489,13900,2018,40259.0,Middle price
2490,10400,2019,25264.0,Middle price
2491,9200,2018,35677.0,Low price
2492,7400,2019,35511.0,Low price
2493,9200,2018,33027.0,Low price
2494,7800,2019,23609.0,Low price
2495,9200,2018,34553.0,Low price
2496,9200,2018,31594.0,Low price
2497,9200,2018,32557.0,Low price
2498,9200,2018,31371.0,Low price
